-0.7960;1.6210;-0.4490;73;248;248;248;
-0.7860;1.5470;-0.3910;39;245;198;0;
-0.7440;1.5750;-0.4000;28;240;137;0;
-0.7540;1.5860;-0.4360;20;243;123;1;
-0.7650;1.5330;-0.4200;20;246;139;1;
-0.7600;1.5990;-0.4160;39;225;110;0;
-0.7340;1.5600;-0.4510;50;243;242;240;
-0.8080;1.5630;-0.4280;27;249;135;2;
-0.7580;1.5970;-0.4020;36;178;72;0;
-0.7490;1.5280;-0.4500;73;242;241;237;
-0.8250;1.5880;-0.4500;52;246;245;241;
-0.7380;1.5720;-0.4130;35;243;116;0;
-0.7490;1.5500;-0.4220;26;248;114;0;
-0.7510;1.6150;-0.4490;70;248;248;248;
-0.7710;1.5440;-0.3880;25;246;192;0;
-0.7590;1.5770;-0.3870;30;245;202;9;
-0.8010;1.5830;-0.4130;31;247;135;0;
-0.7770;1.5360;-0.4330;23;247;137;0;
-0.7790;1.6020;-0.4020;52;244;133;0;
-0.8050;1.5570;-0.4090;36;245;138;0;
-0.7940;1.5660;-0.3920;45;246;222;10;
-0.7530;1.5940;-0.4240;26;220;108;0;
-0.8330;1.5220;-0.4490;46;250;249;254;
-0.7600;1.5910;-0.4340;26;223;111;0;
-0.8080;1.5700;-0.4250;29;246;132;0;
-0.8040;1.5530;-0.4100;48;240;149;0;
-0.7480;1.6090;-0.4490;53;221;215;189;
-0.7930;1.5410;-0.4070;19;244;151;0;
-0.7610;1.5800;-0.3870;31;248;198;15;
-0.7780;1.5810;-0.4460;51;180;92;2;
-0.7570;1.5390;-0.4250;16;244;130;0;
-0.8140;1.6060;-0.4490;47;240;240;242;
-0.7430;1.5540;-0.4030;30;247;145;0;
-0.7950;1.5680;-0.3950;47;244;203;0;
-0.7950;1.5920;-0.4130;65;229;109;0;
-0.7760;1.5190;-0.4500;74;246;239;229;
-0.7660;1.5930;-0.4490;69;194;102;3;
-0.7410;1.5670;-0.4510;58;247;237;227;
-0.7960;1.5560;-0.3950;24;232;169;6;
-0.7560;1.6030;-0.4500;71;246;248;247;
-0.7590;1.5380;-0.4040;50;248;174;1;
-0.7900;1.5820;-0.4410;29;230;135;5;
-0.7910;1.5790;-0.3910;21;232;184;73;
-0.7940;1.5420;-0.4090;26;245;170;0;
-0.7480;1.6120;-0.4500;51;243;242;222;
-0.7540;1.5510;-0.4490;51;216;150;115;
-0.7570;1.5710;-0.4490;62;88;26;1;
-0.7790;1.5890;-0.3900;18;246;186;0;
-0.8000;1.5250;-0.4490;71;245;240;234;
-0.7510;1.5950;-0.4490;55;228;168;144;
-0.7760;1.5640;-0.3820;11;255;227;97;
-0.7980;1.5580;-0.3960;49;243;190;0;
-0.7820;1.6000;-0.4070;18;234;158;13;
-0.7780;1.5350;-0.4220;30;247;135;1;
-0.8010;1.5840;-0.4080;53;236;110;0;
-0.7670;1.5760;-0.3820;24;242;199;25;
-0.7530;1.5450;-0.3980;26;250;167;0;
-0.7870;1.6180;-0.4490;75;248;248;248;
-0.7510;1.5480;-0.4340;20;236;132;0;
-0.7830;1.5730;-0.3850;34;246;247;94;
-0.7980;1.5870;-0.4320;17;251;158;3;
-0.8310;1.5310;-0.4490;76;246;247;242;
-0.7290;1.5980;-0.4500;53;246;248;245;
-0.7420;1.5610;-0.4220;12;229;111;1;
-0.8070;1.5610;-0.4190;37;245;131;0;
-0.7550;1.5980;-0.4140;45;228;111;0;
-0.7690;1.5310;-0.4490;73;244;223;196;
-0.7470;1.5870;-0.4110;28;242;129;0;
-0.7620;1.5730;-0.3860;26;255;220;14;
-0.7430;1.5480;-0.4150;32;241;123;0;
-0.7250;1.6180;-0.4500;69;249;248;246;
-0.7950;1.5450;-0.4510;79;237;212;172;
-0.7590;1.5760;-0.4500;63;103;38;0;
-0.7620;1.5850;-0.4480;30;199;117;7;
-0.7640;1.5350;-0.4100;21;247;148;2;
-0.8330;1.6000;-0.4490;38;248;250;247;
-0.7490;1.5590;-0.3940;30;245;192;0;
-0.8040;1.5640;-0.4270;28;247;133;0;
-0.7980;1.5960;-0.4500;73;247;247;245;
-0.7770;1.5250;-0.4490;42;228;190;151;
-0.7780;1.5890;-0.4500;52;157;83;8;
-0.8080;1.5710;-0.4140;22;239;121;0;
-0.7450;1.5510;-0.4220;27;244;115;0;
-0.7800;1.6120;-0.4500;52;235;239;206;
-0.7520;1.5430;-0.4270;32;238;130;0;
-0.8030;1.5780;-0.4310;23;246;153;0;
-0.8210;1.5820;-0.4490;74;249;249;249;
-0.7720;1.5380;-0.4500;50;238;174;130;
-0.7770;1.6030;-0.4090;28;230;125;0;
-0.8080;1.5560;-0.4150;31;238;124;0;
-0.7650;1.5670;-0.3820;21;252;199;5;
-0.7680;1.5930;-0.3950;37;241;138;0;
-0.7570;1.5190;-0.4500;46;246;248;224;
-0.7990;1.5920;-0.4190;25;245;149;0;
-0.8080;1.5680;-0.4150;38;245;126;0;
-0.7620;1.5540;-0.4430;42;239;120;0;
-0.7430;1.6060;-0.4500;53;240;240;228;
-0.7670;1.5400;-0.4020;41;247;190;0;
-0.8220;1.5810;-0.4480;47;238;239;241;
-0.7950;1.5800;-0.4490;82;164;81;11;
-0.7860;1.5410;-0.4360;22;232;129;0;
-0.7600;1.6080;-0.4490;50;239;236;201;
-0.8020;1.5530;-0.4000;49;244;179;0;
-0.7890;1.5690;-0.3850;37;245;247;88;
-0.7860;1.5910;-0.3950;27;245;174;0;
-0.7640;1.5210;-0.4490;49;238;237;243;
-0.7640;1.5940;-0.3960;36;241;138;1;
-0.8090;1.5660;-0.4510;78;247;247;249;
-0.7900;1.5570;-0.3920;40;243;226;14;
-0.7790;1.6020;-0.4120;48;232;124;0;
-0.7580;1.5360;-0.4480;50;240;193;167;
-0.7970;1.5830;-0.4050;36;245;152;0;
-0.8000;1.5770;-0.4020;47;245;164;0;
-0.8020;1.5440;-0.4180;24;243;148;0;
-0.8130;1.6140;-0.4480;48;240;240;242;
-0.8280;1.5500;-0.4500;77;248;248;250;
-0.8290;1.5720;-0.4500;80;249;249;251;
-0.7440;1.5880;-0.4140;27;238;115;0;
-0.7870;1.5280;-0.4510;75;245;242;233;
-0.7680;1.5970;-0.4010;30;247;217;144;
-0.7530;1.5630;-0.4360;26;248;136;0;
-0.8140;1.5600;-0.4500;78;245;249;250;
-0.8250;1.5990;-0.4500;74;249;250;245;
-0.7650;1.5330;-0.4240;37;245;131;0;
-0.7730;1.5860;-0.3880;29;245;168;0;
-0.7920;1.5750;-0.3900;41;248;238;26;
-0.7680;1.5470;-0.4420;37;242;115;2;
-0.7610;1.6210;-0.4490;35;239;244;238;
-0.7690;1.5470;-0.3870;32;248;224;10;
-0.7410;1.5750;-0.4180;31;242;122;0;
-0.7610;1.5860;-0.3860;32;244;196;26;
-0.7540;1.5330;-0.4490;73;240;245;241;
-0.7790;1.5990;-0.4500;76;252;242;230;
